STATE/UT                  ,YEAR ,AGE_GROUP ,GENDER ,MURDER ,ROBBERY ,KIDNAPP ,FRAUD ,VIOLENCE
KERALA                    ,2001 ,Below 18  ,FEMALE ,    11 ,   1064 ,     40 ,    4 ,     133
KERALA                    ,2001 ,Below 18  ,MALE   ,     1 ,     11 ,      1 ,    4 ,       2
KERALA                    ,2001 ,18 to 60  ,FEMALE ,   545 ,  14611 ,    264 , 3076 ,   29318
KERALA                    ,2001 ,18 to 60  ,MALE   ,    22 ,    209 ,      9 ,  222 ,    1958
KERALA                    ,2001 ,Above 60  ,FEMALE ,     6 ,    166 ,      1 ,  119 ,     886
KERALA                    ,2001 ,Above 60  ,MALE   ,     1 ,     11 ,      1 ,    5 ,     146
KERALA                    ,2002 ,Below 18  ,FEMALE ,    12 ,   1117 ,      7 ,    4 ,     132
KERALA                    ,2002 ,Below 18  ,MALE   ,     1 ,     12 ,      1 ,    4 ,       2
KERALA                    ,2002 ,18 to 60  ,FEMALE ,   621 ,  15347 ,    239 , 3070 ,   28994
KERALA                    ,2002 ,18 to 60  ,MALE   ,    25 ,    220 ,      8 ,  222 ,    1936
KERALA                    ,2002 ,Above 60  ,FEMALE ,     6 ,    175 ,      1 ,  118 ,     876
KERALA                    ,2002 ,Above 60  ,MALE   ,     1 ,     12 ,      1 ,    5 ,     145
KERALA                    ,2003 ,Below 18  ,FEMALE ,    15 ,    992 ,      7 ,    4 ,     120
KERALA                    ,2003 ,Below 18  ,MALE   ,     1 ,     11 ,      1 ,    4 ,       2
KERALA                    ,2003 ,18 to 60  ,FEMALE ,   728 ,  13626 ,    275 , 3157 ,   26544
KERALA                    ,2003 ,18 to 60  ,MALE   ,    29 ,    195 ,      9 ,  228 ,    1772
KERALA                    ,2003 ,Above 60  ,FEMALE ,     8 ,    155 ,      1 ,  122 ,     802
KERALA                    ,2003 ,Above 60  ,MALE   ,     1 ,     11 ,      1 ,    6 ,     133
KERALA                    ,2004 ,Below 18  ,FEMALE ,    17 ,   1049 ,      9 ,    4 ,     133
KERALA                    ,2004 ,Below 18  ,MALE   ,     1 ,     11 ,      1 ,    4 ,       2
KERALA                    ,2004 ,18 to 60  ,FEMALE ,   832 ,  14410 ,    353 , 3765 ,   29420
KERALA                    ,2004 ,18 to 60  ,MALE   ,    34 ,    207 ,     12 ,  272 ,    1964
KERALA                    ,2004 ,Above 60  ,FEMALE ,     9 ,    164 ,      1 ,  145 ,     889
KERALA                    ,2004 ,Above 60  ,MALE   ,     2 ,     11 ,      1 ,    6 ,     147
KERALA                    ,2005 ,Below 18  ,FEMALE ,     9 ,   1044 ,     10 ,    4 ,     125
KERALA                    ,2005 ,Below 18  ,MALE   ,     1 ,     11 ,      1 ,    4 ,       2
KERALA                    ,2005 ,18 to 60  ,FEMALE ,   445 ,  14338 ,    335 , 3326 ,   27528
KERALA                    ,2005 ,18 to 60  ,MALE   ,    18 ,    206 ,     11 ,  240 ,    1838
KERALA                    ,2005 ,Above 60  ,FEMALE ,     5 ,    163 ,      1 ,  128 ,     832
KERALA                    ,2005 ,Above 60  ,MALE   ,     1 ,     11 ,      1 ,    6 ,     138
KERALA                    ,2006 ,Below 18  ,FEMALE ,     9 ,   1056 ,     11 ,    4 ,     130
KERALA                    ,2006 ,Below 18  ,MALE   ,     1 ,     11 ,      1 ,    4 ,       2
KERALA                    ,2006 ,18 to 60  ,FEMALE ,   449 ,  14500 ,    468 , 3309 ,   28668
KERALA                    ,2006 ,18 to 60  ,MALE   ,    18 ,    208 ,     16 ,  239 ,    1914
KERALA                    ,2006 ,Above 60  ,FEMALE ,     5 ,    165 ,      2 ,  128 ,     866
KERALA                    ,2006 ,Above 60  ,MALE   ,     1 ,     11 ,      1 ,    6 ,     143
KERALA                    ,2007 ,Below 18  ,FEMALE ,     9 ,   1081 ,     12 ,    5 ,     135
KERALA                    ,2007 ,Below 18  ,MALE   ,     1 ,     11 ,      1 ,    5 ,       2
KERALA                    ,2007 ,18 to 60  ,FEMALE ,   429 ,  14847 ,    407 , 4190 ,   29784
KERALA                    ,2007 ,18 to 60  ,MALE   ,    18 ,    213 ,     14 ,  302 ,    1989
KERALA                    ,2007 ,Above 60  ,FEMALE ,     5 ,    169 ,      2 ,  161 ,     900
KERALA                    ,2007 ,Above 60  ,MALE   ,     1 ,     11 ,      1 ,    7 ,     149
KERALA                    ,2008 ,Below 18  ,FEMALE ,     9 ,   1089 ,     11 ,    4 ,     140
KERALA                    ,2008 ,Below 18  ,MALE   ,     1 ,     12 ,      1 ,    4 ,       2
KERALA                    ,2008 ,18 to 60  ,FEMALE ,   428 ,  14953 ,    395 , 3720 ,   30835
KERALA                    ,2008 ,18 to 60  ,MALE   ,    18 ,    214 ,     13 ,  268 ,    2059
KERALA                    ,2008 ,Above 60  ,FEMALE ,     5 ,    170 ,      2 ,  143 ,     932
KERALA                    ,2008 ,Above 60  ,MALE   ,     1 ,     12 ,      1 ,    6 ,     154
KERALA                    ,2009 ,Below 18  ,FEMALE ,     8 ,   1036 ,     11 ,    4 ,     135
KERALA                    ,2009 ,Below 18  ,MALE   ,     1 ,     11 ,      1 ,    4 ,       2
KERALA                    ,2009 ,18 to 60  ,FEMALE ,   414 ,  14224 ,    405 , 3427 ,   29740
KERALA                    ,2009 ,18 to 60  ,MALE   ,    17 ,    204 ,     14 ,  247 ,    1986
KERALA                    ,2009 ,Above 60  ,FEMALE ,     4 ,    162 ,      2 ,  132 ,     899
KERALA                    ,2009 ,Above 60  ,MALE   ,     1 ,     11 ,      1 ,    6 ,     149
KERALA                    ,2010 ,Below 18  ,FEMALE ,     9 ,    806 ,     12 ,    4 ,     143
KERALA                    ,2010 ,Below 18  ,MALE   ,     1 ,      9 ,      1 ,    4 ,       2
KERALA                    ,2010 ,18 to 60  ,FEMALE ,   420 ,  11063 ,    420 , 3574 ,   31622
KERALA                    ,2010 ,18 to 60  ,MALE   ,    17 ,    159 ,     14 ,  258 ,    2111
KERALA                    ,2010 ,Above 60  ,FEMALE ,     5 ,    126 ,      2 ,  138 ,     955
KERALA                    ,2010 ,Above 60  ,MALE   ,     1 ,      9 ,      1 ,    6 ,     158
KERALA                    ,2011 ,Below 18  ,FEMALE ,     9 ,    876 ,     13 ,    6 ,     171
KERALA                    ,2011 ,Below 18  ,MALE   ,     1 ,      9 ,      2 ,    5 ,       3
KERALA                    ,2011 ,18 to 60  ,FEMALE ,   440 ,  12037 ,    490 , 4988 ,   37627
KERALA                    ,2011 ,18 to 60  ,MALE   ,    18 ,    173 ,     16 ,  360 ,    2512
KERALA                    ,2011 ,Above 60  ,FEMALE ,     5 ,    137 ,      2 ,  192 ,    1137
KERALA                    ,2011 ,Above 60  ,MALE   ,     1 ,      9 ,      2 ,    8 ,     188
KERALA                    ,2012 ,Below 18  ,FEMALE ,     9 ,    773 ,     13 ,    5 ,     168
KERALA                    ,2012 ,Below 18  ,MALE   ,     1 ,      8 ,      1 ,    5 ,       3
KERALA                    ,2012 ,18 to 60  ,FEMALE ,   450 ,  10618 ,    467 , 4538 ,   37107
KERALA                    ,2012 ,18 to 60  ,MALE   ,    18 ,    152 ,     16 ,  327 ,    2478
KERALA                    ,2012 ,Above 60  ,FEMALE ,     5 ,    121 ,      2 ,  175 ,    1121
KERALA                    ,2012 ,Above 60  ,MALE   ,     1 ,      8 ,      1 ,    8 ,     185
LAKSHADWEEP               ,2001 ,Below 18  ,MALE   ,     0 ,      1 ,      0 ,    1 ,       1
LAKSHADWEEP               ,2001 ,Below 18  ,FEMALE ,     0 ,      1 ,      0 ,    1 ,       1
LAKSHADWEEP               ,2001 ,18 to 60  ,MALE   ,     1 ,     21 ,      0 ,    1 ,       4
LAKSHADWEEP               ,2001 ,18 to 60  ,FEMALE ,     0 ,      1 ,      0 ,    1 ,       1
LAKSHADWEEP               ,2001 ,Above 60  ,MALE   ,     0 ,      1 ,      0 ,    1 ,       1
LAKSHADWEEP               ,2001 ,Above 60  ,FEMALE ,     0 ,      1 ,      0 ,    1 ,       1
LAKSHADWEEP               ,2002 ,Below 18  ,FEMALE ,     0 ,      1 ,      0 ,    0 ,       1
LAKSHADWEEP               ,2002 ,Below 18  ,MALE   ,     0 ,      1 ,      0 ,    0 ,       1
LAKSHADWEEP               ,2002 ,18 to 60  ,FEMALE ,     0 ,     33 ,      0 ,    0 ,      24
LAKSHADWEEP               ,2002 ,18 to 60  ,MALE   ,     0 ,      1 ,      0 ,    0 ,       1
LAKSHADWEEP               ,2002 ,Above 60  ,FEMALE ,     0 ,      1 ,      0 ,    0 ,       1
LAKSHADWEEP               ,2002 ,Above 60  ,MALE   ,     0 ,      1 ,      0 ,    0 ,       1
LAKSHADWEEP               ,2003 ,Below 18  ,FEMALE ,     0 ,      1 ,      0 ,    0 ,       1
LAKSHADWEEP               ,2003 ,Below 18  ,MALE   ,     0 ,      1 ,      0 ,    0 ,       1
LAKSHADWEEP               ,2003 ,18 to 60  ,FEMALE ,     0 ,     22 ,      0 ,    0 ,       7
LAKSHADWEEP               ,2003 ,18 to 60  ,MALE   ,     0 ,      1 ,      0 ,    0 ,       1
LAKSHADWEEP               ,2003 ,Above 60  ,FEMALE ,     0 ,      1 ,      0 ,    0 ,       1
LAKSHADWEEP               ,2003 ,Above 60  ,MALE   ,     0 ,      1 ,      0 ,    0 ,       1
LAKSHADWEEP               ,2004 ,Below 18  ,FEMALE ,     0 ,      1 ,      0 ,    1 ,       1
LAKSHADWEEP               ,2004 ,Below 18  ,MALE   ,     0 ,      1 ,      0 ,    1 ,       1
LAKSHADWEEP               ,2004 ,18 to 60  ,FEMALE ,     0 ,     12 ,      0 ,    1 ,      44
LAKSHADWEEP               ,2004 ,18 to 60  ,MALE   ,     0 ,      1 ,      0 ,    1 ,       1
LAKSHADWEEP               ,2004 ,Above 60  ,FEMALE ,     0 ,      1 ,      0 ,    1 ,       1
LAKSHADWEEP               ,2004 ,Above 60  ,MALE   ,     0 ,      1 ,      0 ,    1 ,       1
LAKSHADWEEP               ,2005 ,Below 18  ,FEMALE ,     0 ,      1 ,      0 ,    0 ,       1
LAKSHADWEEP               ,2005 ,Below 18  ,MALE   ,     0 ,      1 ,      0 ,    0 ,       1
LAKSHADWEEP               ,2005 ,18 to 60  ,FEMALE ,     1 ,     16 ,      0 ,    0 ,      10
LAKSHADWEEP               ,2005 ,18 to 60  ,MALE   ,     0 ,      1 ,      0 ,    0 ,       1
LAKSHADWEEP               ,2005 ,Above 60  ,FEMALE ,     0 ,      1 ,      0 ,    0 ,       1
LAKSHADWEEP               ,2005 ,Above 60  ,MALE   ,     0 ,      1 ,      0 ,    0 ,       1
LAKSHADWEEP               ,2006 ,Below 18  ,FEMALE ,     0 ,      1 ,      0 ,    0 ,       1
LAKSHADWEEP               ,2006 ,Below 18  ,MALE   ,     0 ,      1 ,      0 ,    0 ,       1
LAKSHADWEEP               ,2006 ,18 to 60  ,FEMALE ,     0 ,     36 ,      0 ,    0 ,      18
LAKSHADWEEP               ,2006 ,18 to 60  ,MALE   ,     0 ,      1 ,      0 ,    0 ,       1
LAKSHADWEEP               ,2006 ,Above 60  ,FEMALE ,     0 ,      1 ,      0 ,    0 ,       1
LAKSHADWEEP               ,2006 ,Above 60  ,MALE   ,     0 ,      1 ,      0 ,    0 ,       1
LAKSHADWEEP               ,2007 ,Below 18  ,FEMALE ,     0 ,      1 ,      0 ,    0 ,       1
LAKSHADWEEP               ,2007 ,Below 18  ,MALE   ,     0 ,      1 ,      0 ,    0 ,       1
LAKSHADWEEP               ,2007 ,18 to 60  ,FEMALE ,     0 ,     42 ,      0 ,    0 ,       5
LAKSHADWEEP               ,2007 ,18 to 60  ,MALE   ,     0 ,      1 ,      0 ,    0 ,       1
LAKSHADWEEP               ,2007 ,Above 60  ,FEMALE ,     0 ,      1 ,      0 ,    0 ,       1
LAKSHADWEEP               ,2007 ,Above 60  ,MALE   ,     0 ,      1 ,      1 ,    0 ,       1
LAKSHADWEEP               ,2008 ,Below 18  ,FEMALE ,     0 ,      1 ,      1 ,    0 ,       1
LAKSHADWEEP               ,2008 ,Below 18  ,MALE   ,     0 ,      1 ,      2 ,    0 ,       1
LAKSHADWEEP               ,2008 ,18 to 60  ,FEMALE ,     0 ,     19 ,      2 ,    0 ,      25
LAKSHADWEEP               ,2008 ,18 to 60  ,MALE   ,     1 ,      1 ,      2 ,    0 ,       1
LAKSHADWEEP               ,2008 ,Above 60  ,FEMALE ,     0 ,      1 ,      2 ,    0 ,       1
LAKSHADWEEP               ,2008 ,Above 60  ,MALE   ,     0 ,      1 ,      1 ,    0 ,       1
LAKSHADWEEP               ,2009 ,Below 18  ,FEMALE ,     0 ,      1 ,      1 ,    0 ,       1
LAKSHADWEEP               ,2009 ,Below 18  ,MALE   ,     0 ,      1 ,      0 ,    0 ,       1
LAKSHADWEEP               ,2009 ,18 to 60  ,FEMALE ,     0 ,     24 ,      0 ,    0 ,      58
LAKSHADWEEP               ,2009 ,18 to 60  ,MALE   ,     0 ,      1 ,      0 ,    0 ,       1
LAKSHADWEEP               ,2009 ,Above 60  ,FEMALE ,     0 ,      1 ,      0 ,    0 ,       1
LAKSHADWEEP               ,2009 ,Above 60  ,MALE   ,     0 ,      1 ,      0 ,    0 ,       1
LAKSHADWEEP               ,2010 ,Below 18  ,FEMALE ,     0 ,      1 ,      0 ,    0 ,       1
LAKSHADWEEP               ,2010 ,Below 18  ,MALE   ,     0 ,      1 ,      0 ,    0 ,       1
LAKSHADWEEP               ,2010 ,18 to 60  ,FEMALE ,     0 ,     15 ,      0 ,    0 ,       4
LAKSHADWEEP               ,2010 ,18 to 60  ,MALE   ,     0 ,      1 ,      0 ,    0 ,       1
LAKSHADWEEP               ,2010 ,Above 60  ,FEMALE ,     0 ,      1 ,      0 ,    0 ,       1
LAKSHADWEEP               ,2010 ,Above 60  ,MALE   ,     0 ,      1 ,      0 ,    0 ,       1
LAKSHADWEEP               ,2011 ,Below 18  ,FEMALE ,     0 ,      1 ,      0 ,    1 ,       1
LAKSHADWEEP               ,2011 ,Below 18  ,MALE   ,     0 ,      1 ,      0 ,    1 ,       1
LAKSHADWEEP               ,2011 ,18 to 60  ,FEMALE ,     0 ,      8 ,      0 ,    1 ,       8
LAKSHADWEEP               ,2011 ,18 to 60  ,MALE   ,     0 ,      1 ,      0 ,    1 ,       1
LAKSHADWEEP               ,2011 ,Above 60  ,FEMALE ,     0 ,      1 ,      0 ,    1 ,       1
LAKSHADWEEP               ,2011 ,Above 60  ,MALE   ,     0 ,      1 ,      0 ,    1 ,       1
LAKSHADWEEP               ,2012 ,Below 18  ,FEMALE ,     0 ,      1 ,      0 ,    0 ,       1
LAKSHADWEEP               ,2012 ,Below 18  ,MALE   ,     0 ,      1 ,      0 ,    0 ,       1
LAKSHADWEEP               ,2012 ,18 to 60  ,FEMALE ,     0 ,     17 ,      0 ,    0 ,      15
LAKSHADWEEP               ,2012 ,18 to 60  ,MALE   ,     0 ,      1 ,      0 ,    0 ,       1
LAKSHADWEEP               ,2012 ,Above 60  ,FEMALE ,     0 ,      1 ,      0 ,    0 ,       1
LAKSHADWEEP               ,2012 ,Above 60  ,MALE   ,     0 ,      1 ,    945 ,    0 ,       1
MADHYA PRADESH            ,2001 ,Below 18  ,MALE   ,    86 ,   2861 ,     38 ,    6 ,     516
MADHYA PRADESH            ,2001 ,Below 18  ,FEMALE ,     7 ,     11 ,      1 ,    2 ,      39
MADHYA PRADESH            ,2001 ,18 to 60  ,MALE   ,  2253 ,  52407 ,   1507 , 1792 ,   38962
MADHYA PRADESH            ,2001 ,18 to 60  ,FEMALE ,   152 ,    383 ,     45 ,   86 ,    3285
MADHYA PRADESH            ,2001 ,Above 60  ,MALE   ,    52 ,    340 ,     10 ,   28 ,     986
MADHYA PRADESH            ,2001 ,Above 60  ,FEMALE ,     4 ,      6 ,      4 ,    3 ,     129
MADHYA PRADESH            ,2002 ,Below 18  ,MALE   ,    87 ,   2903 ,     64 ,    6 ,     510
MADHYA PRADESH            ,2002 ,Below 18  ,FEMALE ,     7 ,     12 ,      1 ,    2 ,      39
MADHYA PRADESH            ,2002 ,18 to 60  ,MALE   ,  2287 ,  53176 ,   1488 , 1687 ,   38477
MADHYA PRADESH            ,2002 ,18 to 60  ,FEMALE ,   154 ,    389 ,     44 ,   81 ,    3245
MADHYA PRADESH            ,2002 ,Above 60  ,MALE   ,    53 ,    345 ,     10 ,   27 ,     974
MADHYA PRADESH            ,2002 ,Above 60  ,FEMALE ,     4 ,      6 ,      3 ,    2 ,     127
MADHYA PRADESH            ,2003 ,Below 18  ,MALE   ,    82 ,   2833 ,     60 ,    6 ,     492
MADHYA PRADESH            ,2003 ,Below 18  ,FEMALE ,     6 ,     11 ,      1 ,    2 ,      37
MADHYA PRADESH            ,2003 ,18 to 60  ,MALE   ,  2147 ,  51896 ,   1387 , 1695 ,   37150
MADHYA PRADESH            ,2003 ,18 to 60  ,FEMALE ,   145 ,    380 ,     41 ,   82 ,    3133
MADHYA PRADESH            ,2003 ,Above 60  ,MALE   ,    49 ,    336 ,      9 ,   27 ,     940
MADHYA PRADESH            ,2003 ,Above 60  ,FEMALE ,     4 ,      6 ,      3 ,    2 ,     123
MADHYA PRADESH            ,2004 ,Below 18  ,MALE   ,    86 ,   3021 ,     56 ,    6 ,     540
MADHYA PRADESH            ,2004 ,Below 18  ,FEMALE ,     7 ,     12 ,      1 ,    2 ,      41
MADHYA PRADESH            ,2004 ,18 to 60  ,MALE   ,  2268 ,  55353 ,   1314 , 1753 ,   40714
MADHYA PRADESH            ,2004 ,18 to 60  ,FEMALE ,   153 ,    405 ,     39 ,   85 ,    3433
MADHYA PRADESH            ,2004 ,Above 60  ,MALE   ,    52 ,    359 ,      9 ,   28 ,    1030
MADHYA PRADESH            ,2004 ,Above 60  ,FEMALE ,     4 ,      6 ,      3 ,    2 ,     135
MADHYA PRADESH            ,2005 ,Below 18  ,MALE   ,    85 ,   2772 ,     56 ,    6 ,     539
MADHYA PRADESH            ,2005 ,Below 18  ,FEMALE ,     6 ,     11 ,      1 ,    2 ,      41
MADHYA PRADESH            ,2005 ,18 to 60  ,MALE   ,  2243 ,  50780 ,   1347 , 1832 ,   40626
MADHYA PRADESH            ,2005 ,18 to 60  ,FEMALE ,   151 ,    371 ,     40 ,   88 ,    3426
MADHYA PRADESH            ,2005 ,Above 60  ,MALE   ,    52 ,    329 ,      9 ,   29 ,    1028
MADHYA PRADESH            ,2005 ,Above 60  ,FEMALE ,     4 ,      6 ,      3 ,    3 ,     134
MADHYA PRADESH            ,2006 ,Below 18  ,MALE   ,    82 ,   2878 ,     55 ,    7 ,     544
MADHYA PRADESH            ,2006 ,Below 18  ,FEMALE ,     6 ,     12 ,      1 ,    2 ,      41
MADHYA PRADESH            ,2006 ,18 to 60  ,MALE   ,  2162 ,  52727 ,   1322 , 1947 ,   41033
MADHYA PRADESH            ,2006 ,18 to 60  ,FEMALE ,   146 ,    386 ,     39 ,   94 ,    3460
MADHYA PRADESH            ,2006 ,Above 60  ,MALE   ,    50 ,    342 ,      9 ,   31 ,    1038
MADHYA PRADESH            ,2006 ,Above 60  ,FEMALE ,     4 ,      6 ,      4 ,    3 ,     136
MADHYA PRADESH            ,2007 ,Below 18  ,MALE   ,    81 ,   2970 ,     60 ,    7 ,     580
MADHYA PRADESH            ,2007 ,Below 18  ,FEMALE ,     6 ,     12 ,      1 ,    3 ,      44
MADHYA PRADESH            ,2007 ,18 to 60  ,MALE   ,  2119 ,  54405 ,   1506 , 2089 ,   43790
MADHYA PRADESH            ,2007 ,18 to 60  ,FEMALE ,   143 ,    398 ,     45 ,  101 ,    3693
MADHYA PRADESH            ,2007 ,Above 60  ,MALE   ,    49 ,    352 ,     10 ,   33 ,    1108
MADHYA PRADESH            ,2007 ,Above 60  ,FEMALE ,     4 ,      6 ,      4 ,    3 ,     145
MADHYA PRADESH            ,2008 ,Below 18  ,MALE   ,    85 ,   3199 ,     64 ,    6 ,     573
MADHYA PRADESH            ,2008 ,Below 18  ,FEMALE ,     6 ,     13 ,      1 ,    2 ,      44
MADHYA PRADESH            ,2008 ,18 to 60  ,MALE   ,  2231 ,  58608 ,   1545 , 1859 ,   43244
MADHYA PRADESH            ,2008 ,18 to 60  ,FEMALE ,   151 ,    429 ,     46 ,   90 ,    3647
MADHYA PRADESH            ,2008 ,Above 60  ,MALE   ,    51 ,    380 ,     10 ,   30 ,    1094
MADHYA PRADESH            ,2008 ,Above 60  ,FEMALE ,     4 ,      7 ,      4 ,    3 ,     143
MADHYA PRADESH            ,2009 ,Below 18  ,MALE   ,    84 ,   3043 ,     69 ,    8 ,     586
MADHYA PRADESH            ,2009 ,Below 18  ,FEMALE ,     6 ,     12 ,      1 ,    3 ,      44
MADHYA PRADESH            ,2009 ,18 to 60  ,MALE   ,  2211 ,  55741 ,   1742 , 2278 ,   44211
MADHYA PRADESH            ,2009 ,18 to 60  ,FEMALE ,   149 ,    408 ,     52 ,  110 ,    3728
MADHYA PRADESH            ,2009 ,Above 60  ,MALE   ,    51 ,    361 ,     11 ,   36 ,    1119
MADHYA PRADESH            ,2009 ,Above 60  ,FEMALE ,     4 ,      6 ,      4 ,    3 ,     146
MADHYA PRADESH            ,2010 ,Below 18  ,MALE   ,    86 ,   2813 ,     79 ,    7 ,     614
MADHYA PRADESH            ,2010 ,Below 18  ,FEMALE ,     7 ,     11 ,      2 ,    3 ,      47
MADHYA PRADESH            ,2010 ,18 to 60  ,MALE   ,  2249 ,  51542 ,   2057 , 2172 ,   46313
MADHYA PRADESH            ,2010 ,18 to 60  ,FEMALE ,   152 ,    377 ,     61 ,  105 ,    3905
MADHYA PRADESH            ,2010 ,Above 60  ,MALE   ,    52 ,    334 ,     13 ,   34 ,    1172
MADHYA PRADESH            ,2010 ,Above 60  ,FEMALE ,     4 ,      6 ,      5 ,    3 ,     153
MADHYA PRADESH            ,2011 ,Below 18  ,MALE   ,    89 ,   2918 ,     90 ,    8 ,     567
MADHYA PRADESH            ,2011 ,Below 18  ,FEMALE ,     7 ,     12 ,      2 ,    3 ,      43
MADHYA PRADESH            ,2011 ,18 to 60  ,MALE   ,  2341 ,  53458 ,   2205 , 2275 ,   42753
MADHYA PRADESH            ,2011 ,18 to 60  ,FEMALE ,   158 ,    391 ,     65 ,  110 ,    3605
MADHYA PRADESH            ,2011 ,Above 60  ,MALE   ,    54 ,    346 ,     14 ,   36 ,    1082
MADHYA PRADESH            ,2011 ,Above 60  ,FEMALE ,     4 ,      6 ,      5 ,    3 ,     141
MADHYA PRADESH            ,2012 ,Below 18  ,MALE   ,    84 ,   2984 ,     93 ,    8 ,     566
MADHYA PRADESH            ,2012 ,Below 18  ,FEMALE ,     6 ,     12 ,      2 ,    3 ,      43
MADHYA PRADESH            ,2012 ,18 to 60  ,MALE   ,  2197 ,  54676 ,   2254 , 2462 ,   42713
MADHYA PRADESH            ,2012 ,18 to 60  ,FEMALE ,   148 ,    400 ,     67 ,  119 ,    3602
MADHYA PRADESH            ,2012 ,Above 60  ,MALE   ,    51 ,    354 ,     14 ,   39 ,    1081
MADHYA PRADESH            ,2012 ,Above 60  ,FEMALE ,     4 ,      6 ,      5 ,    3 ,     141
MAHARASHTRA               ,2001 ,Below 18  ,MALE   ,    83 ,   5970 ,     33 ,   21 ,    1208
MAHARASHTRA               ,2001 ,Below 18  ,MALE   ,     6 ,     70 ,      2 ,    4 ,      84
MAHARASHTRA               ,2001 ,18 to 60  ,MALE   ,  2497 ,  88048 ,   1710 , 5416 ,   58426
MAHARASHTRA               ,2001 ,18 to 60  ,MALE   ,   274 ,   2740 ,    210 ,  431 ,   11192
MAHARASHTRA               ,2001 ,Above 60  ,MALE   ,    69 ,    643 ,     15 ,  181 ,    2206
MAHARASHTRA               ,2001 ,Above 60  ,MALE   ,    14 ,    104 ,      5 ,   31 ,     750
MAHARASHTRA               ,2002 ,Below 18  ,MALE   ,    81 ,   5651 ,     31 ,   20 ,     714
MAHARASHTRA               ,2002 ,Below 18  ,FEMALE ,     6 ,     66 ,      2 ,    4 ,      50
MAHARASHTRA               ,2002 ,18 to 60  ,MALE   ,  2429 ,  83350 ,   1391 , 5157 ,   34527
MAHARASHTRA               ,2002 ,18 to 60  ,FEMALE ,   267 ,   2594 ,    171 ,  410 ,    6614
MAHARASHTRA               ,2002 ,Above 60  ,MALE   ,    67 ,    609 ,     12 ,  172 ,    1304
MAHARASHTRA               ,2002 ,Above 60  ,FEMALE ,    14 ,     99 ,      4 ,   29 ,     443
MAHARASHTRA               ,2003 ,Below 18  ,MALE   ,    82 ,   5549 ,     25 ,   23 ,     704
MAHARASHTRA               ,2003 ,Below 18  ,FEMALE ,     6 ,     65 ,      2 ,    4 ,      49
MAHARASHTRA               ,2003 ,18 to 60  ,MALE   ,  2450 ,  81844 ,   1347 , 6081 ,   34039
MAHARASHTRA               ,2003 ,18 to 60  ,FEMALE ,   269 ,   2547 ,    166 ,  484 ,    6521
MAHARASHTRA               ,2003 ,Above 60  ,MALE   ,    68 ,    598 ,     12 ,  203 ,    1285
MAHARASHTRA               ,2003 ,Above 60  ,FEMALE ,    14 ,     97 ,      4 ,   34 ,     437
MAHARASHTRA               ,2004 ,Below 18  ,MALE   ,    80 ,   6450 ,     26 ,   24 ,     729
MAHARASHTRA               ,2004 ,Below 18  ,FEMALE ,     6 ,     75 ,      2 ,    5 ,      51
MAHARASHTRA               ,2004 ,18 to 60  ,MALE   ,  2387 ,  95130 ,   1590 , 6158 ,   35263
MAHARASHTRA               ,2004 ,18 to 60  ,FEMALE ,   262 ,   2961 ,    196 ,  490 ,    6755
MAHARASHTRA               ,2004 ,Above 60  ,MALE   ,    66 ,    695 ,     14 ,  206 ,    1331
MAHARASHTRA               ,2004 ,Above 60  ,FEMALE ,    14 ,    113 ,      5 ,   35 ,     453
MAHARASHTRA               ,2005 ,Below 18  ,MALE   ,    77 ,   5739 ,     31 ,   29 ,     756
MAHARASHTRA               ,2005 ,Below 18  ,FEMALE ,     5 ,     22 ,      2 ,    5 ,      53
MAHARASHTRA               ,2005 ,18 to 60  ,MALE   ,  2309 , 105150 ,   1775 , 7568 ,   36590
MAHARASHTRA               ,2005 ,18 to 60  ,FEMALE ,   253 ,    769 ,    218 ,  602 ,    7010
MAHARASHTRA               ,2005 ,Above 60  ,MALE   ,    64 ,    681 ,     16 ,  253 ,    1381
MAHARASHTRA               ,2005 ,Above 60  ,FEMALE ,    13 ,     11 ,      5 ,   42 ,     470
MAHARASHTRA               ,2006 ,Below 18  ,MALE   ,    78 ,   5723 ,     33 ,   28 ,     770
MAHARASHTRA               ,2006 ,Below 18  ,FEMALE ,     5 ,     22 ,      2 ,    5 ,      54
MAHARASHTRA               ,2006 ,18 to 60  ,MALE   ,  2340 , 104860 ,   1894 , 7373 ,   37239
MAHARASHTRA               ,2006 ,18 to 60  ,FEMALE ,   257 ,    766 ,    233 ,  586 ,    7134
MAHARASHTRA               ,2006 ,Above 60  ,MALE   ,    65 ,    679 ,     17 ,  246 ,    1406
MAHARASHTRA               ,2006 ,Above 60  ,FEMALE ,    14 ,     11 ,      5 ,   41 ,     478
MAHARASHTRA               ,2007 ,Below 18  ,MALE   ,    79 ,   5846 ,     35 ,   28 ,     789
MAHARASHTRA               ,2007 ,Below 18  ,FEMALE ,     6 ,     23 ,      2 ,    5 ,      55
MAHARASHTRA               ,2007 ,18 to 60  ,MALE   ,  2383 , 107102 ,   1978 , 7322 ,   38188
MAHARASHTRA               ,2007 ,18 to 60  ,FEMALE ,   261 ,    783 ,    243 ,  582 ,    7316
MAHARASHTRA               ,2007 ,Above 60  ,MALE   ,    66 ,    693 ,     17 ,  245 ,    1442
MAHARASHTRA               ,2007 ,Above 60  ,FEMALE ,    14 ,     12 ,      6 ,   41 ,     490
